frac_T,id,x,y,z
1,211,0,0,0
0.71979301065,210,0.5,0,0
0.51627248076858,212,1,0,0
0.36848504294026,213,1.5,0,0
0.26190866512542,214,2,0,0
0.18546918135449,215,2.5,0,0
0.13090904849005,216,3,0,0
0.092129251526685,217,3.5,0,0
0.064668377639136,218,4,0,0
0.045287663159912,219,4.5,0,0
0.031651366945335,220,5,0,0
0.022084539827228,221,5.5,0,0
0.015392178493821,222,6,0,0
0.010725752696563,223,6.5,0,0
0.007485671959525,224,7,0,0
0.0052506519736443,225,7.5,0,0
0.003727026997509,226,8,0,0
0.0027127714600743,227,8.5,0,0
0.0020723667088676,228,9,0,0
0.0017197281075547,229,9.5,0,0
0.0016072537502635,230,10,0,0
