frac_T,id,x,y,z
1,0,0,0,0
0.72905788679127,1,0.5,0,0
0.52843975318418,2,1,0,0
0.38016788064491,3,1.5,0,0
0.27167683260099,4,2,0,0
0.19296209706778,5,2.5,0,0
0.13628362315323,6,3,0,0
0.095753120275691,7,3.5,0,0
0.066952324137757,8,4,0,0
0.046605282603417,9,4.5,0,0
0.032308193128289,10,5,0,0
0.022313427570505,11,5.5,0,0
0.015360992906384,12,6,0,0
0.010549511247537,13,6.5,0,0
0.0072390436700142,14,7,0,0
0.0049789445076984,15,7.5,0,0
0.003455034567517,16,8,0,0
0.0024514986447374,17,8.5,0,0
0.0018239367125919,18,9,0,0
0.0014808885539367,19,9.5,0,0
0.0013719064336906,20,10,0,0
