frac_T,id,x,y,z
1,211,0,0,0
0.73409506411705,210,0.5,0,0
0.53555104148715,212,1,0,0
0.38758086894223,213,1.5,0,0
0.27847177720749,214,2,0,0
0.19873060175815,215,2.5,0,0
0.1409282969028,216,3,0,0
0.099344989037617,217,3.5,0,0
0.069639718763491,218,4,0,0
0.048559023203638,219,4.5,0,0
0.033691669301676,220,5,0,0
0.023268509443331,221,5.5,0,0
0.016003450655764,222,6,0,0
0.010969658902984,223,6.5,0,0
0.0075048916200244,224,7,0,0
0.0051402410527663,225,7.5,0,0
0.0035473115212125,226,8,0,0
0.0024997033839162,227,8.5,0,0
0.001845515528434,228,9,0,0
0.0014883471073463,229,9.5,0,0
0.0013749586721979,230,10,0,0
