frac_T,id,x,y,z
1,211,0,0,0
0.7338233771896,210,0.5,0,0
0.53517500265426,212,1,0,0
0.38719988245982,213,1.5,0,0
0.27813431566137,214,2,0,0
0.19845508668063,215,2.5,0,0
0.14071640909468,216,3,0,0
0.099189921690945,217,3.5,0,0
0.069531343497347,218,4,0,0
0.048486806482407,219,4.5,0,0
0.033646141719909,220,5,0,0
0.023241855425343,221,5.5,0,0
0.015989598028087,222,6,0,0
0.010964115435935,223,6.5,0,0
0.0075044785758624,224,7,0,0
0.0051428085922573,225,7.5,0,0
0.0035514787551664,226,8,0,0
0.0025046400917634,227,8.5,0,0
0.0018507677364494,228,9,0,0
0.0014937008073233,229,9.5,0,0
0.0013803321553913,230,10,0,0
