frac_T,id,x,y,z
1,0,0,0,0
0.73188081088342,1,0.5,0,0
0.53308125947203,2,1,0,0
0.38576201588516,3,1.5,0,0
0.27754928714889,4,2,0,0
0.19863860090832,5,2.5,0,0
0.14147082628559,6,3,0,0
0.10030156076389,7,3.5,0,0
0.070815482206842,8,4,0,0
0.049803783612183,9,4.5,0,0
0.034901741819552,10,5,0,0
0.024380555859105,11,5.5,0,0
0.01698553849865,12,6,0,0
0.011812355633146,13,6.5,0,0
0.0082136837676533,14,7,0,0
0.005729695668707,15,7.5,0,0
0.004036937038673,16,8,0,0
0.0029112590873934,17,8.5,0,0
0.002201453300984,18,9,0,0
0.0018110754993254,19,9.5,0,0
0.0016866541779736,20,10,0,0
