frac_T,id,x,y,z
1,211,0,0,0
0.72735001238121,210,0.5,0,0
0.52632836524285,212,1,0,0
0.37833268402627,213,1.5,0,0
0.27035899274183,214,2,0,0
0.19216734911104,215,2.5,0,0
0.13592317357193,216,3,0,0
0.095710301925879,217,3.5,0,0
0.067117252054088,218,4,0,0
0.046888685083688,219,4.5,0,0
0.032644428540032,220,5,0,0
0.022658280352873,221,5.5,0,0
0.015687502488465,222,6,0,0
0.010843537450542,223,6.5,0,0
0.0074953646350953,224,7,0,0
0.0051981672806953,225,7.5,0,0
0.003641331167842,226,8,0,0
0.0026110583794126,227,8.5,0,0
0.0019639840969706,228,9,0,0
0.0016091149812217,229,9.5,0,0
0.0014961787148309,230,10,0,0
