frac_T,id,x,y,z
1,0,0,0,0
0.72337292727105,1,0.5,0,0
0.51883760030645,2,1,0,0
0.36841652809991,3,1.5,0,0
0.25926669368349,4,2,0,0
0.18097513238031,5,2.5,0,0
0.12539356267924,6,3,0,0
0.086297146223923,7,3.5,0,0
0.059024413286255,8,4,0,0
0.040142599686839,9,4.5,0,0
0.027159833544816,10,5,0,0
0.018289679944062,11,5.5,0,0
0.012265469299854,12,6,0,0
0.008197944643304,13,6.5,0,0
0.0054685691929097,14,7,0,0
0.0036510773827698,15,7.5,0,0
0.0024547784341143,16,8,0,0
0.0016842823125018,17,8.5,0,0
0.001211473696567,18,9,0,0
0.00095660003546195,19,9.5,0,0
0.00087623125260482,20,10,0,0
