time,J_out,P_in,P_out,TK_out,kg_out,kg_per_s
0,0,0,0,0,0,0
1,0,9.7725290407415,9.6648234867629,473.00000051916,0,0
2.1,0,10.214660155562,9.6648235095967,473.00000108754,0,0
3.31,0,10.652294631123,9.6648235347085,473.00000171122,0,0
4.641,0,11.015392611198,9.6648235623242,473.00000239526,0,0
6.1051,0,11.250097545249,9.6648235926928,473.00000314523,0,0
7.71561,0,11.361293417713,9.6648236260874,473.00000396719,0,0
9.487171,0,11.390261231606,9.6648236628084,473.00000486772,0,0
11.4358881,0,11.376702127876,9.6648237031869,473.00000585423,0,0
13.57947691,0,11.342278162963,9.6648237475832,473.00000693387,0,0
15.937424601,0,11.304240180087,9.6648237963951,473.00000811484,0,0
18.5311670611,0,11.273351006818,9.6648238500598,473.00000940616,0,0
21.38428376721,0,11.255879575764,9.6648239090567,473.00001081728,0,0
24.522712143931,0,11.25154704309,9.6648239739135,473.00001235875,0,0
27.974983358324,0,11.255864434029,9.664824045205,473.00001404065,0,0
31.772481694157,0,11.262663706665,9.6648241235654,473.00001587465,0,0
35.949729863572,0,11.268854263195,9.6648242096887,473.00001787269,0,0
40.544702849929,0,11.273939309102,9.6648243043385,473.00002004803,0,0
45.599173134922,0,11.278619867765,9.6648244083456,473.00002241289,0,0
51.159090448415,0,11.28390968987,9.6648245226251,473.00002498125,0,0
57.274999493256,0,11.290255484874,9.6648246481772,473.00002776693,0,0
64.002499442582,0,11.297294411813,9.6648247860999,473.00003078483,0,0
71.40274938684,0,11.304216239798,9.6648249375881,473.00003404836,0,0
79.543024325524,0,11.310606765471,9.6648251039533,473.00003757197,0,0
88.497326758076,0,11.316745586056,9.6648252866257,473.00004136901,0,0
98.347059433884,0,11.323099221947,9.6648254871692,473.00004545252,0,0
109.18176537727,0,11.329952738596,9.6648257073744,473.00004985346,0,0
121.099941915,0,11.336790835654,9.6648259489959,473.00005455738,0,0
134.2099361065,0,11.343165612189,9.6648262140365,473.00005956773,0,0
148.63092971715,0,11.349352800358,9.6648265047306,473.00006489673,0,0
164.49402268886,0,11.355667318172,9.6648268234898,473.00007054967,0,0
181.94342495775,0,11.362084681999,9.6648271729124,473.00007652367,0,0
201.13776745353,0,11.36843527504,9.664827555864,473.00008282,0,0
222.25154419888,0,11.37464002815,9.6648279753369,473.00008941372,0,0
245.47669861877,0,11.380889787923,9.6648284346618,473.00009629092,0,0
271.02436848064,0,11.387349113882,9.6648289373957,473.00010342373,0,0
299.12680532871,0,11.394121848614,9.6648294874472,473.00011078827,0,0
330.03948586158,0,11.401430362177,9.664830089426,473.00011840983,0,0
364.04343444774,0,11.409343107758,9.6648307469895,473.0001261155,0,0
401.44777789251,0,11.417769216335,9.6648314648225,473.00013384363,0,0
442.59255568176,0,11.426454473949,9.6648322482149,473.00014155789,0,0
487.85181124994,0,11.435147784118,9.6648331025883,473.00014918426,0,0
537.63699237493,0,11.443639720695,9.6648340342323,473.00015669183,0,0
592.40069161242,0,11.451494219197,9.6648350478948,473.00016385559,0,0
652.64076077367,0,11.458863269963,9.6648361511364,473.00017068976,0,0
718.90483685103,0,11.465697085464,9.6648373503837,473.00017705938,0,0
791.79532053614,0,11.47191736756,9.6648386522339,473.00018282955,0,0
