time,J_out,P_in,P_out,TK_out,kg_out,kg_per_s
0,0,0,0,0,0,0
1,0,10.709070387991,9.6648235076135,473.00000104279,0,0
2.1,0,11.233029570936,9.6648235533466,473.00000217857,0,0
3.31,0,11.318418474096,9.6648236036103,473.00000342135,0,0
4.641,0,11.272522612631,9.6648236588436,473.0000047797,0,0
6.1051,0,11.251722755529,9.6648237195309,473.00000626329,0,0
7.71561,0,11.258720339452,9.6648237862026,473.00000788242,0,0
9.487171,0,11.269105308612,9.6648238594389,473.00000964794,0,0
11.4358881,0,11.277617246862,9.6648239398844,473.00001157282,0,0
13.57947691,0,11.286338204651,9.6648240282178,473.0000136668,0,0
15.937424601,0,11.29619611566,9.6648241251966,473.00001594237,0,0
18.5311670611,0,11.305595152461,9.6648242316531,473.00001841318,0,0
21.38428376721,0,11.314021160718,9.6648243484888,473.00002109235,0,0
24.522712143931,0,11.322331025691,9.6648244767001,473.00002399512,0,0
27.974983358324,0,11.330797912439,9.6648246173387,473.00002713212,0,0
31.772481694157,0,11.338962501569,9.6648247715772,473.00003051765,0,0
35.949729863572,0,11.346705446877,9.664824940679,473.00003416405,0,0
40.544702849929,0,11.35438536731,9.6648251260359,473.00003808565,0,0
45.599173134922,0,11.36197459442,9.664825329109,473.00004228935,0,0
51.159090448415,0,11.369314593235,9.664825551519,473.00004678546,0,0
57.274999493256,0,11.376500088442,9.6648257949999,473.00005157996,0,0
64.002499442582,0,11.383603091026,9.6648260614468,473.00005667912,0,0
71.40274938684,0,11.390535399836,9.6648263528511,473.00006207982,0,0
79.543024325524,0,11.397360798038,9.6648266713875,473.00006777906,0,0
88.497326758076,0,11.404083869272,9.6648270193637,473.00007376623,0,0
98.347059433884,0,11.410681047053,9.6648273992563,473.00008002607,0,0
109.18176537727,0,11.417369831948,9.6648278143033,473.00008659983,0,0
121.099941915,0,11.423885330143,9.6648282665324,473.00009337154,0,0
134.2099361065,0,11.430179619225,9.6648287587348,473.0001002883,0,0
148.63092971715,0,11.436336790986,9.664829294224,473.00010732427,0,0
164.49402268886,0,11.442403599423,9.6648298763509,473.00011443037,0,0
181.94342495775,0,11.448393006951,9.6648305084658,473.0001215338,0,0
201.13776745353,0,11.454322537486,9.6648311943516,473.00012857552,0,0
222.25154419888,0,11.460172048643,9.6648319371773,473.0001354291,0,0
245.47669861877,0,11.466013806818,9.6648327407884,473.00014200765,0,0
271.02436848064,0,11.471975490443,9.6648336088388,473.00014819798,0,0
299.12680532871,0,11.478224670676,9.6648345454528,473.00015390711,0,0
330.03948586158,0,11.484993687583,9.6648355571093,473.0001591484,0,0
364.04343444774,0,11.492253443344,9.6648366427325,473.00016354285,0,0
401.44777789251,0,11.499873320886,9.6648378056289,473.00016699529,0,0
442.59255568176,0,11.507671792582,9.6648390504958,473.00016946967,0,0
487.85181124994,0,11.515387807508,9.6648403806746,473.00017088375,0,0
537.63699237493,0,11.522859597057,9.6648418018835,473.00017123028,0,0
592.40069161242,0,11.529779206534,9.6648433102545,473.00017029424,0,0
652.64076077367,0,11.536288692742,9.6648449138818,473.00016818315,0,0
718.90483685103,0,11.542297454208,9.6648466133001,473.0001648569,0,0
791.79532053614,0,11.547699479651,9.6648484084131,473.00016032935,0,0
871.97485258975,0,11.552447105214,9.664850297428,473.00015466498,0,0
960.17233784872,0,11.556700024962,9.6648522856375,473.00014800447,0,0
1057.1895716336,0,11.560601094596,9.6648543727346,473.00014047575,0,0
1163.908528797,0,11.564285890917,9.6648565585049,473.00013224231,0,0
1281.2993816767,0,11.567853893273,9.6648588398619,473.00012350969,0,0
1410.4293198443,0,11.57161523736,9.6648612254415,473.00011444621,0,0
1552.4722518287,0,11.576053077168,9.6648637019231,473.00010534137,0,0
1708.7194770116,0,11.581263812208,9.6648662713228,473.00009641582,0,0
1880.5914247128,0,11.58711534798,9.6648689383784,473.00008783759,0,0
2069.6505671841,0,11.594017668701,9.6648717131978,473.00007969784,0,0
2277.6156239025,0,11.602467526949,9.6648745873231,473.00007221177,0,0
2506.3771862927,0,11.612164512349,9.6648775704667,473.00006541144,0,0
2758.014904922,0,11.622384046775,9.6648806622937,473.00005937153,0,0
3034.8163954142,0,11.632494548794,9.6648838772749,473.00005402587,0,0
3339.2980349556,0,11.641681004135,9.6648872115477,473.00004940412,0,0
3674.2278384512,0,11.649572897544,9.6648906772223,473.00004540737,0,0
4042.6506222963,0,11.65622201109,9.6648942826325,473.0000419536,0,0
