time,bottomLeft_pp,bottomRight_pp,topLeft_pp,topRight_pp
0,0,0,0,0
0.01,0.0034153818958332,0.11517842875915,0.0066608185516488,0.11522530336876
0.02,0.0053665390334923,0.11420850611407,0.011444097438576,0.11942189568949
0.03,0.0085552711327619,0.11120799188337,0.016937106224148,0.12648212718312
0.04,0.012851232688829,0.10644181334973,0.023058017611604,0.13618186823213
0.05,0.018096184392933,0.10023067497191,0.029752213324665,0.14829105122736
0.06,0.024139533131428,0.092877829235154,0.036980399723527,0.16258551325335
0.07,0.03085088416299,0.084645040048176,0.044712502749925,0.17885377127333
0.08,0.038122427784701,0.075748999104424,0.052924296351265,0.1969003752646
0.09,0.045867238174283,0.066365372090072,0.061595369584765,0.21654713197196
0.1,0.054016235417254,0.056635016072737,0.070707810002853,0.2376330680023
0.11,0.060246714042696,0.049583097910245,0.07962138819668,0.25524902864616
0.12,0.064620920304098,0.0451357275912,0.08830399326406,0.26947397805309
0.13,0.06731753973928,0.04303379158256,0.096707632400483,0.28061405982019
0.14,0.068544564014952,0.042967785431617,0.10478655783539,0.28903655306446
0.15,0.068502341643221,0.044635431591813,0.11250391179749,0.29509945215181
0.16,0.067370009854498,0.047763345591573,0.11983306094067,0.29912531858821
0.17,0.065302265213659,0.052112785744689,0.12675681870075,0.30139466166746
0.18,0.062430401244984,0.05747880035638,0.13326601678337,0.30214737814035
0.19,0.058864879742888,0.063686953953117,0.1393580197787,0.30158709669797
0.2,0.05469825025689,0.070589438249827,0.14503538827563,0.29988619626178
0.21,0.050746581867551,0.074949469120654,0.15246465836869,0.29543308998348
0.22,0.047037769465179,0.076783472007206,0.16155953763622,0.28841778101018
0.23,0.043551349262972,0.07624963080523,0.17213749145859,0.27907980434585
0.24,0.040248959811261,0.073551625971576,0.18399343893423,0.2676603492611
0.25,0.037087980974323,0.068896649789173,0.19693073632134,0.25438314677549
0.26,0.034027291320075,0.062478644272578,0.21077248441822,0.23944844907998
0.27,0.031029446356722,0.054472864072256,0.22536417688553,0.22303265409394
0.28,0.028061284436513,0.045035300200021,0.24057278510219,0.20529014967429
0.29,0.025093875163387,0.034304019998234,0.25628456950269,0.18635584808287
0.3,0.022102217969867,0.022401115420244,0.27240260860362,0.16634775779688
0.31,0.020834585094789,0.013950967633523,0.28387373019252,0.14768259496387
0.32,0.021198491941506,0.0088879814843724,0.29085844489853,0.13035464565986
0.33,0.023028331492296,0.0069697000749763,0.29376423158114,0.1142484497878
0.34,0.026144161008545,0.0079000098067093,0.29306333650595,0.099216733777847
0.35,0.030376139817647,0.011382552717756,0.28921529065984,0.085113756658729
0.36,0.035573090308149,0.017141839424501,0.2826378917771,0.071807947377476
0.37,0.041604099367868,0.024929864082934,0.27369961585733,0.059185351240313
0.38,0.048357294682698,0.034526491444572,0.26272092680772,0.047149239143654
0.39,0.055737651898949,0.045737395870172,0.24997884633488,0.035618298249211
0.4,0.063664633352845,0.058391241125855,0.23571233799105,0.024524460856603
0.41,0.072554066665895,0.068059016195198,0.22193804221332,0.015499290691412
0.42,0.082313652984483,0.07479627590616,0.20877143286951,0.0084109925499152
0.43,0.092824809322632,0.078867807093627,0.19623937373158,0.0030493812071386
0.44,0.10397019400131,0.080597353755792,0.18432938530521,-0.00080812258998158
0.45,0.11564435046415,0.080303427208354,0.1730124755521,-0.0033694770049607
0.46,0.12775662370044,0.078275007751198,0.1622535792187,-0.0048189376550778
0.47,0.14023082570427,0.074764926505308,0.15201623985037,-0.0053157498033525
0.48,0.15300370825714,0.069990620581562,0.14226463922017,-0.0049959226779204
0.49,0.16602313833807,0.064137613594031,0.13296442233955,-0.0039750013003017
0.5,0.17924633827927,0.057363696608724,0.12408298999096,-0.0023509538363313
0.51,0.18848743887961,0.051998783572661,0.1154126329623,-0.002530331925576
0.52,0.19389920905505,0.048026880506084,0.10689242360925,-0.0044778227252717
0.53,0.19582538191297,0.045282216502944,0.098431083343936,-0.00803943144789
0.54,0.19465606727125,0.043557121296816,0.089936509801101,-0.01302953369658
0.55,0.19076672259572,0.042647994576178,0.081327353128796,-0.019267789534733
0.56,0.18449582309625,0.042372489985691,0.072536272773463,-0.026592749287749
0.57,0.17613959716779,0.042574009241774,0.063509712446616,-0.034865174891743
0.58,0.16595379058008,0.043120975622633,0.054206421396825,-0.043967129581523
0.59,0.15415794493136,0.043904225084887,0.044595672420907,-0.053799555634982
0.6,0.14094023402738,0.044833944977823,0.034655545845195,-0.06427951595792
0.61,0.12921986498076,0.045248856757479,0.025410096533643,-0.072128161549186
0.62,0.11902691992248,0.045150836993428,0.016844893872084,-0.077414557810501
0.63,0.1102610297924,0.044615910239221,0.0089439126947128,-0.080347444000446
0.64,0.10278014499017,0.043741243007459,0.0016893592380327,-0.081173389282729
0.65,0.096439050917554,0.042622515735788,-0.0049381214657887,-0.080133298608535
0.66,0.091104448836688,0.041345455687522,-0.010958990098816,-0.077446015768955
0.67,0.086659550464379,0.03998358632913,-0.016394355713897,-0.07330396898479
0.68,0.083004221350117,0.038598510016074,-0.021265623518795,-0.067873858206556
0.69,0.080053415697298,0.037241093754583,-0.025594255112232,-0.061299213727461
