# SPE 10 comparative problem - model 1
# Data from https://www.spe.org/web/csp/datasets/set01.htm

AXIS X
3.81 11.43 19.05 26.67 34.29 41.91 49.53 57.15 64.77 72.39 80.01 87.63 95.25 102.87 110.49 118.11 125.73 133.35 140.97 148.59 156.21 163.83 171.45 179.07 186.69 194.31 201.93 209.55 217.17 224.79 232.41 240.03 247.65 255.27 262.89 270.51 278.13 285.75 293.37 300.99 308.61 316.23 323.85 331.47 339.09 346.71 354.33 361.95 369.57 377.19 384.81 392.43 400.05 407.67 415.29 422.91 430.53 438.15 445.77 453.39 461.01 468.63 476.25 483.87 491.49 499.11 506.73 514.35 521.97 529.59 537.21 544.83 552.45 560.07 567.69 575.31 582.93 590.55 598.17 605.79 613.41 621.03 628.65 636.27 643.89 651.51 659.13 666.75 674.37 681.99 689.61 697.23 704.85 712.47 720.09 727.71 735.33 742.95 750.57 758.1

AXIS Y
0.381 1.143 1.905 2.667 3.429 4.191 4.953 5.715 6.477 7.239 8.001 8.763 9.525 10.287 11.049 11.811 12.573 13.335 14.097 14.859

DATA
6.944900e+01 8.446310e+01 2.182550e+01 2.538350e+01 4.799630e+01
3.121820e+01 5.146480e+01 6.141520e+01 3.539720e+01 2.750770e+01
3.121680e+01 6.920730e+01 4.219730e+01 4.549820e+01 8.205680e+01
8.073110e+01 6.855150e+01 8.571610e+01 5.206950e+01 9.381740e+01
5.922440e+01 7.002914e+02 5.715565e+02 5.447281e+02 9.911849e+02
5.420923e+02 7.968679e+02 8.456119e+02 6.601896e+02 7.836548e+02
6.226988e+02 5.228158e+02 6.808698e+02 8.247515e+02 9.648132e+02
8.967670e+02 2.250000e-02 6.726000e-01 2.551000e-01 3.372000e-01
7.100000e-01 9.568000e-01 4.220000e-02 2.752000e-01 7.695000e-01
2.416000e-01 7.637000e-01 8.430000e-01 9.130000e-01 1.180000e-01
9.831000e-01 3.513000e-01 6.616000e-01 4.706000e-01 7.887000e-01
6.177000e-01 7.800000e-01 9.137000e-01 2.325000e-01 4.112000e-01
7.171000e-01 2.297000e-01 7.668000e-01 8.844000e-01 4.170000e-02
8.016000e-01 6.857000e-01 1.590000e-02 8.775000e-01 5.292136e+02
7.785096e+02 5.200872e+02 6.739397e+02 9.535383e+02 8.321105e+02
