temp_center_inner,temp_center_outer,temp_end_inner,temp_end_outer,dispx_center_inner,dispx_center_outer,dispx_end_inner,dispx_end_outer,dispz_inner,dispz_outer,i_T,i_1,i_2
0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0,0,0
0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,1,0,0
0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,2,0,0
0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,3,0,0
0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,4,0,0
0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,5,0,0
0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,6,0,0
0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,7,0,0
0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,8,0,0
0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0,0,0
0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0,1,1
0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0,2,2
0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0,3,3
0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0,4,4
0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0,5,5
0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0,6,6
0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0,7,7
0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0.11111111111111,0,8,8
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,1,2
0,0,0,0,0,0,0,0,0,0,0,1,3
0,0,0,0,0,0,0,0,0,0,0,1,4
0,0,0,0,0,0,0,0,0,0,0,1,5
0,0,0,0,0,0,0,0,0,0,0,1,6
0,0,0,0,0,0,0,0,0,0,0,1,7
0,0,0,0,0,0,0,0,0,0,0,1,8
0,0,0,0,0,0,0,0,0,0,0,2,3
0,0,0,0,0,0,0,0,0,0,0,2,4
0,0,0,0,0,0,0,0,0,0,0,2,5
0,0,0,0,0,0,0,0,0,0,0,2,6
0,0,0,0,0,0,0,0,0,0,0,2,7
0,0,0,0,0,0,0,0,0,0,0,2,8
0,0,0,0,0,0,0,0,0,0,0,3,4
0,0,0,0,0,0,0,0,0,0,0,3,5
0,0,0,0,0,0,0,0,0,0,0,3,6
0,0,0,0,0,0,0,0,0,0,0,3,7
0,0,0,0,0,0,0,0,0,0,0,3,8
0,0,0,0,0,0,0,0,0,0,0,4,5
0,0,0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,0,0,4,7
0,0,0,0,0,0,0,0,0,0,0,4,8
0,0,0,0,0,0,0,0,0,0,0,5,6
0,0,0,0,0,0,0,0,0,0,0,5,7
0,0,0,0,0,0,0,0,0,0,0,5,8
0,0,0,0,0,0,0,0,0,0,0,6,7
0,0,0,0,0,0,0,0,0,0,0,6,8
0,0,0,0,0,0,0,0,0,0,0,7,8
