x,y,z,id,massfrac0
0.4,0,0,0,6.2909928255313e-20
0.40060240963855,0,0,0.00060240963855424,6.2965076114379e-20
0.40120481927711,0,0,0.0012048192771084,6.3017094188969e-20
0.40180722891566,0,0,0.0018072289156627,6.3076451600043e-20
0.40240963855422,0,0,0.0024096385542169,6.3132330485698e-20
0.40301204819277,0,0,0.0030120481927711,6.3193393459686e-20
0.40361445783133,0,0,0.0036144578313253,6.3247709398053e-20
0.40421686746988,0,0,0.0042168674698795,6.3298837323891e-20
0.40481927710843,0,0,0.0048192771084337,6.3326648197605e-20
0.40542168674699,0,0,0.005421686746988,6.3352697205513e-20
0.40602409638554,0,0,0.0060240963855422,6.3410508502782e-20
0.4066265060241,0,0,0.0066265060240964,6.3467456951766e-20
0.40722891566265,0,0,0.0072289156626506,6.3486320991664e-20
0.4078313253012,0,0,0.0078313253012048,6.3530879425839e-20
0.40843373493976,0,0,0.008433734939759,6.3577961371782e-20
0.40903614457831,0,0,0.0090361445783133,6.3627616114045e-20
0.40963855421687,0,0,0.0096385542168675,6.3679738675863e-20
0.41024096385542,0,0,0.010240963855422,6.3734221946428e-20
0.41084337349398,0,0,0.010843373493976,6.3790780738104e-20
0.41144578313253,0,0,0.01144578313253,6.3848643082905e-20
0.41204819277108,0,0,0.012048192771084,6.3906589498953e-20
0.41265060240964,0,0,0.012650602409639,6.3961772379268e-20
0.41325301204819,0,0,0.013253012048193,6.4008058545466e-20
0.41385542168675,0,0,0.013855421686747,6.4032519025583e-20
0.4144578313253,0,0,0.014457831325301,6.4050365283695e-20
0.41506024096386,0,0,0.015060240963855,6.4097020934594e-20
0.41566265060241,0,0,0.01566265060241,6.4158873433143e-20
0.41626506024096,0,0,0.016265060240964,6.4204724836073e-20
0.41686746987952,0,0,0.016867469879518,6.4257624395335e-20
0.41746987951807,0,0,0.017469879518072,6.4322887059698e-20
0.41807228915663,0,0,0.018072289156627,6.4367248116494e-20
0.41867469879518,0,0,0.018674698795181,6.4409184618077e-20
0.41927710843373,0,0,0.019277108433735,6.4441385628371e-20
0.41987951807229,0,0,0.019879518072289,6.4498003766794e-20
0.42048192771084,0,0,0.020481927710843,6.4551912944156e-20
0.4210843373494,0,0,0.021084337349398,6.4561519901794e-20
0.42168674698795,0,0,0.021686746987952,6.4605216763745e-20
0.42228915662651,0,0,0.022289156626506,6.466696444232e-20
0.42289156626506,0,0,0.02289156626506,6.472804487526e-20
0.42349397590361,0,0,0.023493975903614,6.4778668029846e-20
0.42409638554217,0,0,0.024096385542169,6.4810889857011e-20
0.42469879518072,0,0,0.024698795180723,6.4841709405034e-20
0.42530120481928,0,0,0.025301204819277,6.4866665791777e-20
0.42590361445783,0,0,0.025903614457831,6.4876241973406e-20
0.42650602409639,0,0,0.026506024096386,6.4899369846741e-20
0.42710843373494,0,0,0.02710843373494,6.4938576408827e-20
0.42771084337349,0,0,0.027710843373494,6.4970188741248e-20
0.42831325301205,0,0,0.028313253012048,6.5032768329045e-20
0.4289156626506,0,0,0.028915662650602,6.5096238788408e-20
